,"Real GDP gap, CBO","Real GDP gap, BOG model, 2-sided estimate","Twice unemployment rate gap, Survey of Professional Forecasters","Twice unemployment rate gap, FOMC SEP","Twice unemployment rate gap, CBO","U6 gap, consistent with CBO natural rate of unemployment","ZPOP gap, consistent with CBO natural rate of unemployment","Twice unemployment rate gap, BOG model, 2-sided estimate","Real GDP gap, BOG model, 1-sided estimate","Twice unemployment rate gap, BOG model, 1-sided estimate","Real GDP gap, CBO, real-time (1st GDP estimate)","Real GDP gap, CBO, real-time (2nd GDP estimate)","Real GDP gap, CBO, real-time (3rd GDP estimate)","Twice unemployment rate gap, real-time (1st unempl. estimate)","Twice unemployment rate gap, real-time (2nd unempl. estimate)","Twice unemployment rate gap, real-time (3rd unempl. estimate)","Twice unemployment rate gap, real-time (4th unempl. estimate)","Twice employment-population ratio gap, CBO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CBOGDPgap,BoardModelGDPgap,U3gapSPF,U3gapFOMC,U3gapCBO,U6gapCBO,ZPopGapCBO,U3gapBoardModel,BoardModelGDPgap1side,U3gapBoardModel1side,CBOGDPgapRTest1,CBOGDPgapRTest2,CBOGDPgapRTest3,U3gapCBORTest1,U3gapCBORTest2,U3gapCBORTest3,U3gapCBORTest4,EPopGapCBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1955,2.321454928,#N/A,#N/A,#N/A,1.293333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.538660457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1955,3.315336798,#N/A,#N/A,#N/A,1.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.516239417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1955,4.050317688,#N/A,#N/A,#N/A,2.58,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.117454061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1955,3.99685091,#N/A,#N/A,#N/A,2.313333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.841378733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1956,2.9116077,#N/A,#N/A,#N/A,2.713333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.033251488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1956,3.091237098,#N/A,#N/A,#N/A,2.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.026462369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1956,2.304942236,#N/A,#N/A,#N/A,2.533333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.099566953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1956,3.257290143,#N/A,#N/A,#N/A,2.533333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.695580453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1957,3.128713057,#N/A,#N/A,#N/A,2.933333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.693032477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1957,2.077893605,#N/A,#N/A,#N/A,2.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.291929517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1957,2.223968465,#N/A,#N/A,#N/A,2.353333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.237440113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1957,0.291372185,#N/A,#N/A,#N/A,0.953333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.172519388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1958,-3.152819417,#N/A,#N/A,#N/A,-1.78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.891028722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1958,-3.383606444,#N/A,#N/A,#N/A,-3.893333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.474750658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1958,-2.0331631,#N/A,#N/A,#N/A,-3.826666667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.335737323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1958,-0.679939999,#N/A,#N/A,#N/A,-1.873333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.917057982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1959,0.279275294,#N/A,#N/A,#N/A,-0.806666667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.509165019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1959,1.554586506,#N/A,#N/A,#N/A,0.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.578173489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1959,0.604425192,#N/A,#N/A,#N/A,0.346666667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.321147461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1959,-0.116399112,#N/A,#N/A,#N/A,-0.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.143292624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1960,1.090965368,#N/A,#N/A,#N/A,0.653333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.167384431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1960,-0.45626155,#N/A,#N/A,#N/A,0.453333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.977117404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1960,-0.962348139,#N/A,#N/A,#N/A,-0.126666667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.60029716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1960,-3.188860254,#N/A,#N/A,#N/A,-1.573333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.109861463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1961,-3.48733579,#N/A,#N/A,#N/A,-2.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.632042779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1961,-2.77844163,#N/A,#N/A,#N/A,-3.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.142773384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1961,-1.88149525,#N/A,#N/A,#N/A,-2.533333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.454080413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1961,-0.935004831,#N/A,#N/A,#N/A,-1.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.032827191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1962,-0.175176455,#N/A,#N/A,#N/A,-0.246666667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.557705522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1962,-0.294522797,#N/A,#N/A,#N/A,-0.026666667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.60525752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1962,-0.107913679,#N/A,#N/A,#N/A,-0.073333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.587508371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1962,-0.819011627,#N/A,#N/A,#N/A,0.013333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.104653325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1963,-0.779335895,#N/A,#N/A,#N/A,-0.433333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.290218445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1963,-0.723048869,0.268323777,#N/A,#N/A,-0.346666667,#N/A,#N/A,1.127481627,-0.209831896,0.193088283,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.944393378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1963,0.382903064,1.426270008,#N/A,#N/A,0.14,#N/A,#N/A,1.63844264,1.361832351,1.082191659,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.80069749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1963,-0.041022608,1.282986648,#N/A,#N/A,0.026666667,#N/A,#N/A,1.887509997,1.100329134,1.196807923,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.859312768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1964,0.982284996,2.393331633,#N/A,#N/A,0.266666667,#N/A,#N/A,2.329740902,1.538586675,1.163578202,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.708590346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1964,0.985338646,2.405865743,#N/A,#N/A,0.82,#N/A,#N/A,3.147225246,1.106972527,1.435975857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.094311441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1964,1.46020495,2.906780301,#N/A,#N/A,1.24,#N/A,#N/A,3.405702788,1.808341641,1.836221859,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.238949859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1964,0.688338874,2.205471833,#N/A,#N/A,1.326666667,#N/A,#N/A,3.654024431,1.308827396,2.045255986,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.375204293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1965,2.000905157,3.737124041,#N/A,#N/A,1.5,#N/A,#N/A,4.31026489,1.765194708,1.732666675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.102778175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1965,2.193707015,3.677575064,#N/A,#N/A,1.986666667,#N/A,#N/A,4.372062734,2.047053128,2.240045936,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.554513175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1965,3.328563523,4.57955608,#N/A,#N/A,2.606666667,#N/A,#N/A,5.015336086,2.553989531,2.67035917,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.008351618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1965,4.555767553,5.45962105,#N/A,#N/A,3.18,#N/A,#N/A,5.402754784,2.933691521,2.801561128,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.270433893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1966,5.924469291,6.676493367,#N/A,#N/A,3.666666667,#N/A,#N/A,6.024057965,3.553475155,3.021640847,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.583612108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1966,5.116554908,5.660649447,#N/A,#N/A,3.753333333,#N/A,#N/A,5.80967092,3.176945142,3.396497648,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.892923883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1966,4.83559767,4.838538113,#N/A,#N/A,3.906666667,#N/A,#N/A,5.328932668,2.721154143,3.428211549,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.264908783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1966,4.543105245,4.149874315,#N/A,#N/A,4.06,#N/A,#N/A,5.071850326,2.199725144,3.286769445,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.766111989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1967,4.312044856,3.812408475,#N/A,#N/A,3.833333333,#N/A,#N/A,4.509231018,2.146744993,2.877085888,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.141612645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1967,3.236520375,2.879969306,#N/A,#N/A,3.853333333,#N/A,#N/A,4.600941603,1.544645554,2.836139048,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.434251594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1967,3.080916713,2.467799271,#N/A,#N/A,3.94,#N/A,#N/A,4.111591937,1.871997843,3.055197545,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.922449461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1967,2.714433361,2.06003677,#N/A,#N/A,3.76,#N/A,#N/A,3.594440182,2.030025135,3.171468758,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.139444779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1968,3.656286465,3.009281752,#N/A,#N/A,4.113333333,#N/A,#N/A,3.553245373,3.164705567,3.603390013,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.485150779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1968,4.236879686,3.476808438,#N/A,#N/A,4.466666667,#N/A,#N/A,3.798999832,3.826893927,4.139183663,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.292822764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1968,3.882745607,3.246387265,#N/A,#N/A,4.573333333,#N/A,#N/A,4.058685615,3.782313434,4.546683881,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.974294033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1968,3.132839975,2.85381378,#N/A,#N/A,4.86,#N/A,#N/A,4.378026116,3.885719203,5.046020735,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.039044174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1969,3.626687637,3.316429264,#N/A,#N/A,4.88,#N/A,#N/A,4.033725144,4.460159265,5.007179075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.365586276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1969,2.886703582,2.571421023,#N/A,#N/A,4.833333333,#N/A,#N/A,3.787149075,4.24448515,5.46173703,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.48721787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1969,2.572116809,2.303250404,#N/A,#N/A,4.586666667,#N/A,#N/A,3.517459027,4.025586068,5.42959406,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.737249122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1969,1.140580598,1.073705227,#N/A,#N/A,4.626666667,#N/A,#N/A,3.595480719,3.311903107,5.678196813,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.727620035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1970,0.111741403,0.665245443,#N/A,#N/A,3.446666667,#N/A,#N/A,2.968843319,3.176117253,4.96018499,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.301112881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1970,-0.57501332,0.383036632,#N/A,#N/A,2.266666667,#N/A,#N/A,2.339191777,3.092068472,4.442343203,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.469685804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1970,-0.455770551,0.677580202,#N/A,#N/A,1.506666667,#N/A,#N/A,1.911742813,3.262701361,4.022016232,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.64535791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1970,-2.279265349,-1.065356973,#N/A,#N/A,0.193333333,#N/A,#N/A,1.026311715,2.422518616,3.995500258,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.870888533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1971,-0.390616188,0.84130214,#N/A,#N/A,0.033333333,#N/A,#N/A,0.779152805,3.693587503,3.316054726,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.236993938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1971,-0.625009105,0.774073786,#N/A,#N/A,0.12,#N/A,#N/A,1.004086481,3.882284591,3.71436233,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.14691859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1971,-0.584593695,0.985508974,#N/A,#N/A,-0.106666667,#N/A,#N/A,1.205624669,3.923252517,3.724008361,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.056714131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1971,-1.130685237,0.50380816,#N/A,#N/A,0.113333333,#N/A,#N/A,1.541701463,3.024552916,3.556101648,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.15032494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1972,-0.110199094,1.839128333,#N/A,#N/A,0.486666667,#N/A,#N/A,2.140350414,4.55335499,4.305239702,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.098421819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1972,1.342649528,3.618101366,#N/A,#N/A,0.66,#N/A,#N/A,2.923820525,5.739461499,4.497834788,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.375683499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1972,1.479217286,3.813251828,#N/A,#N/A,0.946666667,#N/A,#N/A,3.518850159,5.729262078,5.088328324,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.370169565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1972,2.344200378,4.687004864,#N/A,#N/A,1.386666667,#N/A,#N/A,4.112250625,5.883738394,5.229888472,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.506237757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1973,4.016709396,6.726642714,#N/A,#N/A,2.273333333,#N/A,#N/A,5.566406278,7.464874672,6.269221152,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.959854851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1973,4.25173393,7.222260094,#N/A,#N/A,2.313333333,#N/A,#N/A,6.122813591,8.448983444,7.450964524,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.488800282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1973,2.816640347,5.875806738,#N/A,#N/A,2.6,#N/A,#N/A,6.700939296,7.181452799,7.877851251,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.468993038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1973,2.892231881,5.825458798,#N/A,#N/A,2.686666667,#N/A,#N/A,6.559600597,7.037688107,7.78603117,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.912777918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1974,1.119545779,3.731026909,#N/A,#N/A,1.993333333,#N/A,#N/A,5.246745608,5.822969392,7.496503219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.832576328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1974,0.479788077,3.062443624,#N/A,#N/A,1.88,#N/A,#N/A,4.674396402,5.69098434,7.277591886,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.270883918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/1974,-1.316325494,1.219809405,#N/A,#N/A,1.033333333,#N/A,#N/A,3.485507221,4.340057449,6.459571981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.773442553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
